text,rating
"Jestem zadowolony z zakupu.  Bardzo solidnie wykonane. Pudełeczko super spasowane.  Dobra jakość dźwięku. Słuchawki trzymają się w uszach nawet przy skakaniu. Jest to okupione minimalną niewygodą - muszą dobrze siedzieć w uszach, przez co są mniej wygodne niż leciutkie słuchawki na kabelku.  Połączenie jest stabilne, rzadko zdarza się króciusieńka czkawka. Jedyne, kiedy gubi połączenie, to kiedy mam telefon w kieszeni i się schylę, tak, że droga fal leci przez moje ciało, a nie przez powietrze.  Jak na razie nie udało mi się rozładować akumulatorków - najniżej zszedłem do 30%. Po wsadzeniu do pudełeczka automatycznie się wyłączają i ładują. Pudełeczko ma wbudowany powerbank.  Przesłuch otoczenia nawet działa, chociaż dźwięk jest nienaturalny - podbite są wszelkie szelesty, pisanie na klawiaturze itp.  Da się rozmawiać przez telefon, choć jakość mikrofonów jest gorsza niż w porządnej słuchawce przeznaczonej tylko do rozmów, która ma mikrofon bliżej ust.  Słuchawki są na tyle małe, że naciskanie przycisków jest niewygodne, ale wykonalne.",5.0
"Najlepszy uchwyt samochodowy jaki miałem do tej pory. Koniec problemu z odpadającymi przylepami. Na kratce wentylacyjnej uchwyt trzyma się pewnie, a telefon pewnie leży w uchwycie. Dodatkowa zaleta to dobre chłodzenie telefonu w upalne dni dzięki nadmuchowi z kratki wentylacyjnej, co niestety przy uchwytach montowanych na szybie nie jest możliwe. Polecam!",5.0
"Nokia 6310i Mercedes Benz. Badziew jaki mało. 1 - Obudowa jest z tandetnego plastiku, na pewno nie oryginalna ( używałem tego modelu przez wiele lat). Na bocznych czarnych paskach pofałdowana (ślady po wtryskarce). Źle spasowana, zaczepia się przy przejeżdżaniu opuszkiem palca – czarne wystaje ponad połówkę srebrną. Ramka na okienku wyświetlacza jest tak gruba, że zasłania część pierwszej litery lewego przycisku funkcyjnego. Z tyłu, krzywo przyklejona naklejka Nokia –odpadła po 3 dniach używania. 2 – Bateria. Przycisk baterii zacina się przez co otwieranie jest bardzo utrudnione, a pod spodem niespodzianka, bateria jest li-jon a nie polimerowa jak w oryginale. 3 – Gwarancja, wystawiona jest na IMEI z pudełka, i tu najlepsze, który nie zgadza się z numerem wyświetlanym po wpisaniu kodu do telefonu , a pod baterią znajdujemy.. trzeci IMEI. Co więcej kilka ze stron gdzie można sprawdzić IMEI nie rozpoznaje tego numeru. ",1.0
"Po kilku beznadziejnych słuchawkach (reklamowanych jako super produkt) firmy Samsung, ta słuchawka jest jak przesiadka z furmanki na mercedesa. Mam już 2 takie i cały czas od ok pół roku działają bez zarzutu. Świetnie zaprojektowany uchwyt na ucho i działające przyciski to jest to czego potrzebuję. Nigdy więcej produktów Samsung !!! Plantronics jest OK !!",5.0
"Spełnia swoją funkcję. SGS5 z etui wchodzi bez problemów. pewnie i mocno trzyma urządzenie. Nie zaufałem producentowi na tyle żebym umieścił je na chropowatej powierzchni, na gładkiej trzyma bardzo mocno. Jeden feler to tylna ścianka. Boczne uchwyty trzymające telefon mają wyściółkę z miękkiego tworzywa, tylna ścianka jest z twardego tworzywa które potrafi zostawić rysy na etui lub telefonie, trzeba ją zabezpieczyć na własną rękę.",4.0
"Części odpowiadająca za przylepienie/przyczepienie super. Nigdy nie spada i wręcz lepi się do szyby. Natomiast na głowicy kulkowej są duże wstrząsy które przenoszą się na telefon podczas jazdy. Wiec telefon zawsze się trzęsie na uchwycie. Dopiero zamontowanie mniejszego telefony poniżej 4,5 cala minimalizuje w/w objawy. Do dużych telefonów uchwyty z głowicami są beznadziejne. ",2.0
"niestety  przystawka absolutnie nie spełnia swojej roli tak jak mowa w nazwie . Wyciskane maliny wraz z sokiem i tak wychodziły wylotem z przodu maszynki  . a bokiem tylko niewielka ilość soku. Pomimo regulacji pokrętła z przodu przystawki , nic to nie dało . Jestem nie zadowolona z takiego rozwiązania.",2.0
"Jeśli chodzi o myszkę liczyłem na trochę lepsze wykonanie, główne przyciski dość głośne, boczne przyciski są zbyt miękkie i mają za duży skok. Jeśli chodzi o plusy to na pewno świetny scroll, szeroki i wygodny. Dobra ergonomia, ale to już zależy od wielkości dłoni, gdyż myszka jest przeznaczona dla ludzi z dość dużym dłońmi. Świetnie wykonany kabel. Dobra precyzja sensora.",4.0
"Produkt świetny, jedyne co się nie sprawdza to nakładka goląca zarost i podstawka. Podstawka mało stabilna, kiepsko mieszczą się na niej końcówki. Porównując nakładkę do golarki do innej golarki firmy Wahl to nakładka w zestawie mimo iż jest podwójna jest beznadziejna. Pojedyncza golarka Wahl ledwo daje radę, nakładka zostawia większość włosków niezgolonych.",4.0
"""""""Elastyczny"""" to niefortunne okreslenie, to jest kawal drutu, ktory pewnie po rozgrzaniu  w piecu jest elastyczny ;). NIEMNIEJ jesli juz komus uda sie wygiac go w żadany ksztalt, to jest dosc stabilny. Raczej do wygiecia raz i zostawienia w tej pozycji, a nie do zmieniania co chwile umiejscowienia. Sam uchyt do mocowania do np. blatu - OK.""",3.0
"Bałam się tego zakupu bo było kilka opinii że się łamie i że niezbyt porządne.  A ja uważam że ramię co prawda jest dość sztywne i ciężko je rozciągnąć według potrzeb więc robiłam to delikatnie aby nie połamać, ale cały mechanizm wygląda dość porządnie. Zresztą dla moich potrzeb nie trzeba aż tak wyginać.  Komórkę trzyma, tablet też... choć przy  tym drugim mam wrażenie że uchwyt jest przeciążony. Można spokojnie poczytać ebooka choć lekko się chwieje przy każdym ruchu, jednak to normalne skoro ciężki tablet trzyma się tylko elastycznego ramienia. W dodatku sama głowica przekręca się o 360 stopni...  Jestem bardzo zadowolona z tego gadźetu choć na razie służy mi głównie do trzymania komórki. ",5.0
"Faktycznie ciche i miękkie klawisze, aż przyjemnie klikać. Dobra jakość materiałów. Plastikowe boki robią się śliskie, ale nie brudne, więc wolę takie od gumowych. Szerokie ślizgacze nie odlepiają się. Bardzo precyzyjna (3 ustawienia dpi). Jedyny minus: podświetlenie rozładowuje akumulator w tydzień/dwa, ale można je wyłączyć. Da się też używać podczas ładowania z USB. Za taką cenę - fenomen.",5.0
"Gorąco polecam! Kupilam cały zestaw - małe studio fotograficzne / filmiki do Youtube. 2 x Softbox, 2 statywy, 8 żarówek, statyw do tła, mikrofon, uchwyt do smartfona. Cena byla chyba promocyjna, bo zaplacilam za calosc prawie jak za same żarówki. To mistrzostwie pakowania, bo w tym samym opakowaniu calosc wyslalam z Polski do Norwegii (łącznie z żarówkami - to było ryzyko). Wszystko dziala, wszystko dobrej jakosci. Jeszcze raz polecam. (Mam nadzieje ze cos na tym ta firma zarabia...)",5.0
"Uchwyt do bani. Po pierwsze kiepsko się trzyma czegokolwiek, szyby czy deski rozdzielczej, po drugie sam chwyt telefonu też nie zachwyca. Żeby telefon trzymał się stabilnie w uchwycie to musi być wsadzony pionowo, nie ma opcji żeby skorzystać z telefonu w opcji horyzontalnej. Poza tym jakość wykonania nie zachwyca przy takiej cenie, za połowę tej ceny można kupić uchwyt o podobnej jakości wykonania bez modułu ładowania.",2.0
"W internecie jest sporo filmików-recenzji i wygląda na super świetną. Jednak w rzeczywistości nie jest tak super. Maszynka nie jest bardzo zła, ale te recenzje chyba są opłacone. Przy goleniu na zero faktycznie jest bardzo delikatna, ale goli bardzo niedokładnie, nie wiele lepiej niż zwykły trymer, więc ogólnie nawet ciężko mówić o goleniu na zero. Jako trymer sprawdza się przyzwoicie, ale chyba gorzej niż dobrej jakości trymer. ",2.0
"Moja stara N72 padła po 8 latach użytkowania. Nikt nie chciał podjąć się naprawy. Kupiłem ten sam model ze względu na bezawaryjność, przyciski (sic!) i sentyment. Choć również jestem użytkownikiem smartfona, to preferuję telefony z klawiaturą, zwłaszcza, gdy korzystam z urządzenia na mrozie czy deszczu. Nokia E72 nigdy mnie nie zawiodła.",5.0
"Telefon okazal sie wielkim badziewiem, ale czego mozna spodziewac sie za ta cene, bede reklamowal, jednak nie wiem czy reklamacja zostanie uznana a zgloszona usterka ropatrzona jako normalne funkcjonowanie telefonu. do tej pory moj najgorszy telefon, aplikacje przestaja dzialac, trzeba je zamykac recznie, dziala wolniej niz moj poprzedni tel o 2 x gorszych parametrach sprzetowych, baaardzo dlugie ladowanie - cala noc, a trzymanie baterii losowe raz 3 dni a innym razem 1 dzien, przy takim samym uzytkowaniu. Najwiekszym jednak mankamentem jest internet, czyli po rozmowach najwazniejsza funcja. Swiadomie kupilem telefon bez LTE, ale wydaje sie jakby ten telefon nie mial nawet 3G, bardzo wolno laduje strony. Oczywiscie opis dzialania internetu dotyczy przypadku w ktorym internet dziala. Zarowno  przy uzyciu danych komorkowych jak i WiFI, Internet czesto po prostu przestaje dzialac !!! NIe pomaga wlaczanie/wylaczanie wifi i transmisji danych, telefon pozostaje w trybie offline. Skutkiem tego praktycznie za kazdym razem kiedy chce wyslac mms, odebrac maila, sprawdzic pogode, skorzystac z nawigacji itp itd MUSZE RESTARTOWAC URZADZENIE. Do tego wszystkiego dorzuce jeszcze niekompatybilny bluetooth z wbudowanym zestawem glosnomowiacym najnowszych Renault Master III, 5 telefonow w firmie laczy sie bez zadnych problemow. Szczerze ODRADZAM ZAKUPU!!!",1.0
"Patrząc na cenę urządzenia można się spodziewać wiele mniej niż w rzeczywistości potrafi. Bardzo dobre urządzenie i jakość przyzwoita. Nie jest to nie wiadomo co, ale w pełni spełnia rolę domowego grilla elektrycznego i świetnie się na tym robi dosłownie wszystko. Nic nie przywiera. Naprawdę duża moc. Czyszczenie jest jedynie ciężkie po tłustych rzeczach bo chlapie wtedy tłuszczem i brudzi nie tylko samą powierzchnię do grilowania ale i urządzenie naokoło (i chlapie też poza grilla do 20 cm na około). Do końca tego się nie doczyści i trzeba się z tym liczyć ale to nie mebel tylko grill. Ma pojemnik wyjmowany na ściekający tłuszcz i wodę. Nadaje się do każdej rzeczy - nawet pierogi świetnie przypieka w około 30sek. Trzeba jednak pamiętać że przy grilowaniu bardziej tłustych potraw będzie nasmrodzone w domu jak przy zwykłym grillu - warto nie używać też dodatkowego oleju. I lepiej nie dotykać pokrywy bo jest gorąca. Czyścić póki ciepłe zbierając papierem tłuszcz i resztki, a potem gąbką z samą wodą często płukając gąbkę i znowu potem papierem. Trzeba pamiętać żeby po skończeniu wypróżnić pojemnik z tłuszczem z tyłu by się nie rozlało przy podnoszeniu urządzenia.",5.0
"""Szkło nie przykleiło się dobrze do ekranu i jest przez to gorsza reakcja na dotyk i ogólny dyskomfort. Podobno """"nieumiejętnie"""" nałożyłem (choć nakładałem z niezwykłą starannością). W instrukcji jest informacja"""" """"łatwy montaż szkła"""" oraz """"proste do nałożenia (...) idealnie i natychmiast przylega do wyświetlacza. Wniosek - nie jest to łatwe i wymaga jakichś """"umiejętności"""". Szkło jest bardzo podatne na zabrudzenia - """"palcówki"""" są okropne, to jest zupełne przeciwieństwo oleofobowości (oleofilia?...)""",2.0
"Pierwszy raz miałem przypadek, że po wlaniu do kartridża i włożeniu go do stacji, owa stacja oszalała. Kartridż czyściutki, uzupełniony tym płynem, a stacja stwierdziła, że potrzebna jest wymiana kartridża... Nie wiem czym to jest spowodowane, ale kupuję już Bioprettę od 2 lat i zalewam nią ten sam kartridż i do teraz nie było problemów. Braun 9260CC.",3.0
"Przestrzegam - i nie polecam. Kiepskiej jakości podróbka, niszczy i rysuje się bardzo szybko (w ciągu 3 dni była zmasakrowana, mimo bardzo delikatnego obchodzenia się z telefonem), plastik wręcz się kruszy, do tego jeśli już ktoś się skusi i kupi, to koniecznie trzeba nakleić folię ochronną na wyświetlacz - ten też potrafi porysować. Oczywiście nie działa, konieczne jest ściąganie dodatkowych aplikacji na telefon, które i tak nie spełniają w 100% swojej funkcji. Żałuję zakupu, uciążliwe użytkowanie, wyrzucone pieniądze - po 2 tygodniach kupiłam oryginał. ",1.0
"Szukałem nowego projektora laserowego do sypialni i przydatnego w podróżach, do oglądaniu filmów. Mój poprzedni (Pico Pro) był już leciwy i z deka wypalony. Zdecydowałem się na ten ze względu na dobre recenzje. Jakość wykonania produktu jest bardzo dobra, jakość obrazu też, aczkolwiek wolał bym rozdzielczość 1280 x 720 od 1366 x 768 (przy skalowaniu do 1280 x 720 niektóre piksele robią się większe niż inne). Największą jednak wadą dla mnie jest wentylator - jak na warunki mojej sypialni bardzo głośny. Tym bardziej, że mój poprzedni projektor w ogóle nie miał wentylatora. Inna kwestia to że mając ten projektor zamontowany wysoko na półce, jego włączanie i wyłączanie jest kłopotliwe z uwagi na brak pilota. Wydaje mi się że nie kupił bym go ponownie.",3.0
"Do znalezienia kluczy lub portfela w domu może być bardzo przydatny, ale kota to bym raczej nim nie znalazł, chyba że by się mi schował pod łóżkiem. Zresztą sam zaczep zrobiony jest z gumy i wydaje się na tyle lichy że to tylko kwestia czasu zanim zwierzak by to zerwał. Aplikacja na telefonie działając w tle wydaje się zużywać więcej baterii niż Facebook (mój telefon podaje że około 2% całej energii).",4.0
"jedyne co się zgadza to ze pokrywa cały ekran. natomiast to niby dopasowanie polega na 2 grubościach normalnie z chamskim schodkiem, żadnego zaokrąglenia. telefon wygląda gorzej niż ze zwykłym szkłem. szkło nie będzie pasowało do większości etui chroniących przód telefonu, gdyż trzyma się na tyle słabo że etui je odrywa od ekranu. ",1.0
"Produkt zadowalający, w zupełności wystarczający jak na jedna osobę, dla dwóch może być już za mały. Ze względu na niezbyt duże gabaryty, dobrze się go przechowuje. Koszyki z miękkiego plastiku, trzeba ręcznie myć delikatnie żeby się nie połamały. Nie myje ich w zmywarce ale nawet koszyki renomowanych marek myte w zmywarce szybko niszczeją. Jak za tą kwotę to produkt z pewnością, przynajmniej jak dla mnie, zadowalający.",4.0
"Bardzo trafiony zakup, niska cena w stosunku do jakości, bardzo dobrze wykonany, przyjemny wygląd. Po pierwszym naładowaniu do pełna naładowałem swojego smatrfona od okoo 15-20% do 100% pięć razy (samsung S3 I9305 Poj baterii 2100mAh) co przy noname'owym power banku o tej samej pojemności udało się nie całe 3x. Produkt godny polecenia.",5.0
"""Etui są najgorszej  jakości jakie dotychczas miałam. Są  tak cienkie że pewnie nawet w najmnjejszym stopniu nie amortyzują upadku telefonu. W dodatku Etui dosłownie na minimetr wystaje poza ekran (bez szkła). Mimo nadruku  prześwituje a z boku jest napisane """"A52018"""" co rzuca sie  w oczy.  Dołączone  szkła  do zakupu nie były  wyposażone w specjalne ściereczki (Mimo, że  nie było  o tym w opisie produktu, to byłam  przekonana  że to jest tak oczywiste  że o tym nie napisali, ale jak widać  byłam w błędzie). Szkła  były  zapakowane chyba w najmniej ostrożny sposób  i aż  dziwne że  nie zostały zniszczone w czasie transportu). Najgorsze w tym wszystkim jest to że zdecydowałam sie na dwie sztuki, czyli ok 17 zł w plecy.""",1.0
"Trudno ocenić , ale wydaje mi się ,że nie są zbyt skuteczne do twardej wody. Do ekspresu używałem wyłącznie wody z tego filtra i zakamienił się bardzo szybko. Podejrzane wydaje mi się to ,że woda przelewa się przez filtr bardzo szybko i nie wiem czy ma czas się odkamienić . Ogólnie jestem rozczarowany.   ",2.0
"Jak się przetrze czymś mokrym to faktycznie mocno klei (aż trudno potem oderwać ;p), aczkolwiek trzeba czyścić po kilku użyciach, inaczej od wstrząsu zamykanych drzwi telefon potrafi odpaść. Samo ramię trochę się trzęsie na wybojach, ale generalnie wykonanie i plastiki są ok. Jak za 10zł to jestem zadowolony, ale nie polecam tego uchwytu kierowcom zawodowym.",4.0
"Pendrive solidnie wykonany,wytrzymały.Jeżeli chodzi o prędkość przesyłania danych to niestety jest kiepsko.Na usb 3.0 od 40 mb/s i spada.Mam dysk innej firmy o pojemnosci 600 gb i bez usb 3.0 mam stabilnosc predkosc na poziomie 60 mb.  Jako dodatkowy pendrive w ktorym mamy zapasowe pliki na pewno polecam, do szybkiego przesylania danych niestety sie nie nadaje :(",3.0
"Miłe zaskoczenie. Ładowarka jest tania ale wszystko wskazuje na to, że to oryginalny produkt samsunga. Wygląd, działanie i nawet waga się zgadza (porównywałem z oryginalną z zestawu z telefonem). Używam 2 tygodnie, codziennie ładuje samsunga s6 i żadnego problemu nie zauważyłem. Nie wydaje dziwnych dźwięków i nie grzeje się jak podróbki. Telefon wykrywa szybkie ładowanie zaraz po podpięciu (w podróbie miał z tym problem) ",5.0
"Bardzo dobre 2-warstwowe szczotki pracują w 11 letniej pralce Amica i praktycznie nie iskrzą. Na pewno nie wytrzymają tyle co produkcyjne, ale przy tej cenie mógłbym je wymieniać nawet co rok. Jest to proste, a w pralce wystarczy zdjąć tylko jedną klapę przykręconą 2 blachowkrętami i szczotki praktycznie mamy na wierzchu. ",5.0
"Tym razem zostałem miło zaskoczony przez firmę Green Cell. Ładowarka jest wykonana bardzo dobrze, nie grzeje się, dobiera odpowiedni prąd do urządzenia. Matowa, przez co nie zbiera żadnych rys no i można powiedzieć, że dzięki swoim kształtom również elegancka :D Lecz nie to jest najważniejsze - działa dobrze, obsługuje QC 3.0, czego chcieć więcej w tej cenie? :) ",5.0
"Bardzo dobry watomierz. Teraz wiem co najwięcej mi zżera prądu - Lodówka. Można sprawdzić czy opis zużycia energii różnych sprzętów zgadza się z rzeczywistością. I dowiedzieć się, że nawet pozostawienie w gniazdku przewodu od pralki powoduje pobieranie ok. 1W energii. Niby niewiele 5zł. na rok to kosztuje. Ale jeszcze inne sprzęty, ruter, ładowarki , telewizory i trochę się uzbiera. ",5.0
"Jedno z połączeń ma luzy. Tego luzu nie można skasować.  Kamera nagrywa ładny obraz tylko podczas jazdy po  gładkim jak stół asfalcie. Na wszelkich nierównościach  wpada w takie drgania, że miałem obawy czy się nie urwie.  Wkręt (malutki) metalowy wkręcony w plastik to marny  pomysł na przenoszenie drgań. W oczach widać jak luz  robi się coraz większy.",2.0
"Rewelacyjny :) Końcówka do telefonu pasuje idealnie pomimo etui, nie odstaje, nie przeszkadza, żeby ją wyjąć trzeba się trochę natrudzić (dzięki temu sama nie wypadnie przez przypadek). Nie mam już problemów z ładowaniem i używaniem telefonu. A w razie gdy się zapomnimy i mocniej szarpniemy telefon, to ładowarka po prostu się odepnie i tyle - nie ma ryzyka, że wyłamiemy gniazdo, czy ściągniemy ładowarkę razem z listwą itp.  ",5.0
"Szkła na przód mają słaby klej często pomimo starannego wyczyszczenia i przyklejenia puszczają na rogach, są bardzo kruche zakupiłem ich sporo i muszę wymieniać średnio raz w miesiącu bo się kruszą narożniki pomimo noszenia telefonu w cas'ie bez upadków. Szkła na tył to tragedia, otwór na aparat jest wycięty nieprecyzyjnie przez co szkła nie da się dopasować do pleców telefonu bez nachodzenia szkła na aparat.",2.0
"""Może być, choć dziwnie się zachowuje przy próbie instalacji, w laptopie Dell 5770 z system Win 10 64 bit wykrywa go ale pojawia się błąd sterownika. Próby naprawy nie dają żadnego pozytywnego rezultatu, dopiero przywrócenie Bios'u do ustawień domyślnych naprawia sytuację. Przełożenie go do innego portu USB 3.0 powoduje znów błąd sterownika, wiec znów trzeba wrócić do Bios'u i kliknąć """"Restore default"""" i restartować system.  Ogólnie dobrze gra i z brzmienia jestem zadowolony.""",3.0
"Generalnie - patchcord, jak patchcord. Działał.  Niestety - muszę odjąć jedną gwiazdkę za długość gotowania - jak na spaghetti - niestety zdecydowanie za długo się gotuje. Aczkolwiek - dobrze przyprawiony - jak najbardziej ok.  Trzeba tylko pamiętać, aby zdjąć wcześniej wtyczki - pomimo zieleni - nie dostarczają one żadnych wartości odżywczych ....",4.0
"Jestem wierna mi-bandom od początku. Od pierwszego ten dzieli przepaść, aczkolwiek każdy w swoim czasie spełniał świetnie swoją rolę. Bateria bardzo długo trzyma. Ładowanie co 3-4 tygodnie. Telefon w trybie cichym i daleko ode mnie, a na opasce widok kto dzwoni i wibra. Tego mi było trzeba. Pomiar tętna OK. Krokomierz OK. Funkcje działają bez zarzutu. Nie wypada w ogóle z bransoletki. Z poprzednimi bywało różnie. Szybko się ładuje.",5.0
"Cena tego produktu adekwatna do jakości. Biegam z nimi (10km) i trzeba je ładować co każdą godzinę - przy drugim użyciu bez ładowania padają w połowie, czyli z 6h okazuje się 1,5h pracy, przy ustawionej głośności słuchawek rzędu 40-50%. Najgorsza jest jakość bluetooth - bieganie z telefonem w pasku na biodrach i ze sterowaniem słuchawek schowanym za koszulkę, by 'nie fajtał' powoduje bardzo duże przerywanie dźwięku... bardzo duże. Jakość muzyki 5/10. Użycie ich do rozmowy, gdzie słuchawki są obok telefonu jest ok. Na drugi raz zwiększę kwotę i wybiorę jednak stanowczo inny produkt.",4.0
