Title,Type,Price,Location,Country,Bedrooms,Bathrooms,Area,URL,Phone,WhatsApp Number,WhatsApp URL
Studio for sale in Makadi Heights Fully Finished,Apartment,"5,500,000 EGP","Makadi Orascom Resort, Makadi, Hurghada, Red Sea",Egypt,studio,1,64 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-makadi-makadi-orascom-resort-4802765.html,20221208502,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+MAKADI+64+52%0AType%3A+Apartment%0APrice%3A+5%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4802765%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Loft with the Lowest Down Payment Fully Finished !,Duplex,"23,675,271 EGP","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,5,6,338 sqm,https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-zed-east-4803544.html,201066280660,201066280660,https://api.whatsapp.com/send?phone=+201066280660&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+F-11383%0AType%3A+Duplex%0APrice%3A+23%2C675%2C271+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803544%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Chalet For Sale @Gouna Delivery 2 yrs with 0% DP !,Chalet,"7,890,000 EGP","Mangroovy Residence, Al Gouna, Hurghada, Red Sea",Egypt,2,3,102 sqm,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-al-gouna-mangroovy-residence-4804296.html,201212533150,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+Makadi04%0AType%3A+Chalet%0APrice%3A+7%2C890%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804296%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Chalet Fully Finished Sea View @ Cali Coast 10%Dp,Chalet,"6,300,000 EGP","Cali Coast, Ras Al Hekma, North Coast",Egypt,2,2,100 sqm,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-cali-coast-4803439.html,201275973432,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+SAR161%0AType%3A+Chalet%0APrice%3A+6%2C300%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803439%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
IApartment Mountain View icity October installs,Apartment,"7,000,000 EGP","Mountain View iCity October, 6 October Compounds, 6 October City, Giza",Egypt,3,3,130 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-4805254.html,201024190222,201024190222,https://api.whatsapp.com/send?phone=+201024190222&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+NA.25.1.2.3%0AType%3A+Apartment%0APrice%3A+7%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805254%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
"dp470k apt 200m_f,finished,delivered now,inst7y",Apartment,"9,350,000 EGP","Al Maqsad, New Capital Compounds, New Capital City, Cairo",Egypt,3,3,200 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-al-maqsad-4804297.html,20221257438,201000258170,https://api.whatsapp.com/send?phone=+201000258170&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+AEC-635%0AType%3A+Apartment%0APrice%3A+9%2C350%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804297%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Twin House Ready To Move 6 Yrs Installments Zayed,Twin House,"19,500,000 EGP","Joulz, Cairo Alexandria Desert Road, 6 October City, Giza",Egypt,4,4,408 sqm,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-giza-6-october-city-cairo-alexandria-desert-road-joulz-4803406.html,201144828252,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+HA39%0AType%3A+Twin+House%0APrice%3A+19%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803406%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Twin House 4BR - Lowest DP installment 8 Years,Twin House,"32,522,000 EGP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,4,5,268 sqm,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-4804223.html,20221257418,201064740003,https://api.whatsapp.com/send?phone=+201064740003&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+P+Nour268D%0AType%3A+Twin+House%0APrice%3A+32%2C522%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804223%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
FULLY FINISHED Apartment 155m + ACs Delivery 2024,Apartment,"13,504,375 EGP","Moon Residences, Fifth Square, North Investors Area, New Cairo City, Cairo",Egypt,2,3,155 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-north-investors-area-fifth-square-moon-residences-4805767.html,20221257024,201064740003,https://api.whatsapp.com/send?phone=+201064740003&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+P-Essam55D%0AType%3A+Apartment%0APrice%3A+13%2C504%2C375+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805767%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Own your unique apartment in IL Bosco City,Apartment,"6,394,750 EGP","IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Egypt,2,2,120 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-il-bosco-city-4802768.html,20221208459,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+Tamer-120%0AType%3A+Apartment%0APrice%3A+6%2C394%2C750+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4802768%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Chalet + Garden in *DOWN TOWN* 0% down payment   .,Chalet,"7,500,000 EGP","Mangroovy Residence, Al Gouna, Hurghada, Red Sea",Egypt,2,2,110 sqm,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-al-gouna-mangroovy-residence-4803146.html,201212599978,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+fg2068%0AType%3A+Chalet%0APrice%3A+7%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803146%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Hot offer for apartment with open view at MV iCity,Apartment,"5,500,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,3,175 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-4804516.html,20221257241,201019795500,https://api.whatsapp.com/send?phone=+201019795500&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+%2338075%0AType%3A+Apartment%0APrice%3A+5%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804516%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
DISCOUNT 10% Apartment 190m Double VIEW - Over 6Y,Apartment,"6,388,346 EGP","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Egypt,3,3,190 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-midtown-sky-4803991.html,20221257024,201064740003,https://api.whatsapp.com/send?phone=+201064740003&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+P+Essam190D%0AType%3A+Apartment%0APrice%3A+6%2C388%2C346+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803991%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Chalet 2BR ForSale Carnelia AinSokhnaBeside Galala,Chalet,"5,875,000 EGP","Carnelia, Al Ain Al Sokhna, Suez",Egypt,2,2,120 sqm,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-suez-al-ain-al-sokhna-carnelia-4805339.html,201017539719,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+R130%0AType%3A+Chalet%0APrice%3A+5%2C875%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805339%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Apartment 175M in MVIC For sale *good location*,Apartment,"5,350,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,3,175 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-4804134.html,20221256958,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+rm-691%232%0AType%3A+Apartment%0APrice%3A+5%2C350%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804134%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Villa4BRD with OldPrice Doubleview 0%Dpover 6Years,Villa,"7,900,000 EGP","Mangroovy Residence, Al Gouna, Hurghada, Red Sea",Egypt,4,3,180 sqm,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-al-gouna-mangroovy-residence-4803217.html,201228831114,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+MR456%0AType%3A+Villa%0APrice%3A+7%2C900%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803217%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Own  your Apartment 172sqm  in phnc prime location,Apartment,"1,950,000 EGP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,2,3,172 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-4802642.html,201153154073,201153154073,https://api.whatsapp.com/send?phone=+201153154073&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+A-216%0AType%3A+Apartment%0APrice%3A+1%2C950%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4802642%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
LAST Apartment 174m - RESALE - READY TO MOVE,Apartment,"7,000,000 EGP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,3,174 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-4804075.html,20221257024,201064740003,https://api.whatsapp.com/send?phone=+201064740003&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+P-Essam74D%0AType%3A+Apartment%0APrice%3A+7%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804075%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Luxe Finishing apartment - Club Park at MV iCity,Apartment,"8,500,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,3,160 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-4804522.html,20221257241,201019795500,https://api.whatsapp.com/send?phone=+201019795500&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+%2338093%0AType%3A+Apartment%0APrice%3A+8%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804522%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Limited Urban Villa  | 10% DP | Karmell by Sodic |,Villa,"27,500,000 EGP","Belle Vie, New Zayed City, Sheikh Zayed City, Giza",Egypt,5,4,280 sqm,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-new-zayed-city-belle-vie-4803402.html,201279276057,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+Karmellpre%0AType%3A+Villa%0APrice%3A+27%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803402%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
I Villa With Installments For Sale Mountain View,iVilla,"11,050,800 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,4,4,235 sqm,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-4803842.html,20221257304,201022000961,https://api.whatsapp.com/send?phone=+201022000961&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+5210%0AType%3A+iVilla%0APrice%3A+11%2C050%2C800+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803842%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Duplex Under Market price in SLR -Prime Location,Duplex,"19,886,754 EGP","Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,3,319 sqm,https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-swan-lake-residence-4804514.html,20221257325,201019795500,https://api.whatsapp.com/send?phone=+201019795500&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+%2333994%0AType%3A+Duplex%0APrice%3A+19%2C886%2C754+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804514%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Villa 237m - installment 8Y PRIME Location + VIEW,Villa,"31,200,000 EGP","Sodic East, 6th District, New Heliopolis, Cairo",Egypt,4,4,237 sqm,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-heliopolis-6th-district-sodic-east-4805763.html,20221257024,201064740003,https://api.whatsapp.com/send?phone=+201064740003&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+P-Essam237D%0AType%3A+Villa%0APrice%3A+31%2C200%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805763%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Villa for sale with immediate delivery in Badya ..,Villa,"5,500,000 EGP","Badya Palm Hills, 6 October Compounds, 6 October City, Giza",Egypt,4,4,197 sqm,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-4803338.html,201211554945,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+1%0AType%3A+Villa%0APrice%3A+5%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803338%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
RESALE - Apartment 208m READY TO MOVE - Prime View,Apartment,"5,644,000 EGP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,4,208 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-4803939.html,20221257024,201064740003,https://api.whatsapp.com/send?phone=+201064740003&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+P+Essam208D%0AType%3A+Apartment%0APrice%3A+5%2C644%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803939%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Apartment for sale in Palm hills new Cairo 2Beds,Apartment,"11,543,000 EGP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,2,3,137 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-4802924.html,201005052797,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+B.Palm+Hills+NC1%0AType%3A+Apartment%0APrice%3A+11%2C543%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4802924%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
95 m² 1 Bedroom In Soma Breeze [Delivery 3 Months],Chalet,"6,650,000 EGP","Soma Breeze, Soma Bay, Safaga, Hurghada, Red Sea",Egypt,1,1,95 sqm,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-safaga-soma-bay-soma-breeze-4805439.html,201289225412,201289225412,https://api.whatsapp.com/send?phone=+201289225412&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+el-omda-real-estate-7360055%0AType%3A+Chalet%0APrice%3A+6%2C650%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805439%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
With only 5m own town house in nyoum october city,Twin House,"5,000,000 EGP","Nyoum October, Northern Expansions, 6 October City, Giza",Egypt,3,5,185 sqm,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-giza-6-october-city-northern-expansions-nyoum-october-4804823.html,201220379420,201220379420,https://api.whatsapp.com/send?phone=+201220379420&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+stepsproperty-7357998%0AType%3A+Twin+House%0APrice%3A+5%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804823%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
IVILLA PANORAMIC VIEW READY TO OWN ICITY FOR SALE,iVilla,"10,800,000 EGP","Mountain View iCity October, 6 October Compounds, 6 October City, Giza",Egypt,3,3,240 sqm,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-4804598.html,201144828252,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+SAMO54%0AType%3A+iVilla%0APrice%3A+10%2C800%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804598%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Apartment with installments *catchy price*,Apartment,"4,000,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,3,170 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-4804163.html,20221256958,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+rm-656%2334%0AType%3A+Apartment%0APrice%3A+4%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804163%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Chalet3 BedroomsView Lagoon Forsale in North Coast,Chalet,"5,300,000 EGP","Mountain View, Ras Al Hekma, North Coast",Egypt,3,2,125 sqm,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-mountain-view-4803136.html,201152014534,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+ib25%0AType%3A+Chalet%0APrice%3A+5%2C300%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803136%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
"Townhouse middle for sale in spring valley,O West.",Townhouse,"13,000,000 EGP","O West, 6 October Compounds, 6 October City, Giza",Egypt,3,2,175 sqm,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-6-october-city-6-october-compounds-o-west-4804211.html,201001136949,201070783316,https://api.whatsapp.com/send?phone=+201070783316&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+home-valley-7356804%0AType%3A+Townhouse%0APrice%3A+13%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804211%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
"dp450k lowest price apt in new capital,7 y inst",Apartment,"4,500,000 EGP","IL Bosco, New Capital Compounds, New Capital City, Cairo",Egypt,3,3,150 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-4804366.html,20221256924,201000258170,https://api.whatsapp.com/send?phone=+201000258170&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+AEC-636%0AType%3A+Apartment%0APrice%3A+4%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804366%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
apartment 150m in  Aliva  Mostakbal City New Cairo,Apartment,"7,000,000 EGP","Aliva, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Egypt,3,3,150 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-aliva-4802845.html,201011871742,201011871742,https://api.whatsapp.com/send?phone=+201011871742&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+shawky+30%0AType%3A+Apartment%0APrice%3A+7%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4802845%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
