tx_name,Task Name,tx_difficulty,total_correctness,total_compute,total_robustness,total_memtotal,made_submission,compile_success,score_percentage,Time spent,Remarks on Score,id_task_session,js_comments,id_infra_instan,nu_pgmr_comment_flux_all,nu_pgmr_cyclo_flux_all,nu_pgmr_filesize_flux_all,nu_pgmr_nom_flux_all,nu_pgmr_dac_flux_all,nu_pgmr_fanout_flux_all,nu_loc_flux_source_all,nu_loc_added_source_all,nu_ce_models_units_all,nu_aberrant_ce_units_all,nu_ce_hours_all,nu_aberrant_ce_all,loc_submit,cyclo_submit,nom_submit,dac_submit,fanout_submit,ce_units_submit,aberrant_ce_units_submit,id_test_session,tx_file_type,correctness_norm,compute_norm,robustness_norm,memtotal_norm,task_score,avg_bce
23,12,easy,8,0,0,0,True,True,67.30000000000001,1.0,FAILED,3488,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""Need to more analysis""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""Need to add more and more test case""}]",812710,1,0,148,0,0,0,29,15,114.98426212409352,0.2682326611058578,6.479065408597315,0.0151142158406982,18,2,2,0,1,6.6595820390616165,0.0,4389,cs,7.8125,0,0.0,0,0.9765625,1.6492755011135856
24,14,difficult,0,0,0,0,True,False,68.8,1.0,0,3437,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""return -1""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""list""}]",809712,0,135,1238,88,11,26,1561,1499,1213.3602971837308,29.551522450671143,68.36971064061129,1.665151763768296,46,0,0,0,0,12.948507468334215,0.0,4161,java,0.0,0,0.0,0,0.0,0.8433025034770514
24,6,easy,7,0,0,0,True,True,69.69999999999999,0.9,FAILED,3435,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""key and value pairs are correct""}]",809710,0,24,211,16,0,2,260,234,396.9070292732797,0.6401560221701971,22.36468327307537,0.0360711341076571,17,3,2,0,0,11.76350967278837,0.0,4161,java,11.224489795918366,0,0.0,0,1.6034985422740526,0.8433025034770514
24,2,intermediate,0,0,0,0,True,False,69.3,0.8666666666666668,0,3436,"[{""question"":""the classes you used in the standard library and why"",""answer"":""""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""not used""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""dayLindayLightTime Method""}]",809711,0,16,522,16,1,19,318,285,556.6585120979908,5.598496077649903,31.36626563940544,0.3154607561661144,14,2,2,1,2,8.369454235101019,0.0387608774941761,4161,java,0.0,0,0.0,0,0.0,0.8433025034770514
25,12,easy,8,0,0,0,True,True,62.0,1.0,FAILED,3588,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""NA""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""I executed few test cases.""}]",832268,0,3,967,2,1,2,24,23,41.68226385592912,0.187456069958857,2.348687628307947,0.0105626641078173,22,3,2,1,2,6.675522097963492,0.0,4585,java,7.8125,0,0.0,0,0.9765625,1.1284309686221008
25,4,intermediate,0,0,0,0,True,True,61.1,0.95,FAILED,3589,"[{""question"":""Describe any other corner cases you considered."",""answer"":""No other cases are considered.""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""did a null check""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""Using array copy""}]",832269,1,3,1047,2,0,0,25,15,78.19396352856147,1.9138674240695293,4.406027354528423,0.1078414732143752,16,3,2,0,1,11.38178970836408,0.0,4585,java,0.0,0,0.0,0,0.0,1.1284309686221008
26,10,easy,6,0,0,0,True,True,74.2,0.9333333333333332,FAILED,3466,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""bna""}]",811948,0,45,299,18,0,0,391,370,418.7541756458867,10.76540275482417,23.595713396020013,0.6066025672550219,28,9,3,0,0,14.092975736179266,0.6230157347079087,4194,java,13.888888888888884,0,0.0,0,2.3148148148148144,1.2032312230215827
27,10,easy,0,0,0,0,True,False,68.40000000000002,1.0,0,3778,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""by testing all possible scenarions and boundry conditions.""}]",834371,0,24,356,12,0,4,42,25,263.1615143226029,3.327743808211009,14.828469851652796,0.187509746100602,24,0,0,0,0,7.014156977473488,0.0,4554,java,0.0,0,0.0,0,0.0,1.8247017488076311
27,2,intermediate,0,0,0,0,True,False,67.80000000000001,1.0,0,3776,"[{""question"":""the classes you used in the standard library and why"",""answer"":""TimeZone,LocalDate""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""stackoverflow""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""For each region Daylight savings is different. Based on Country Region""}]",834369,0,2,45,2,0,2,7,4,46.5859124078363,0.5438738111507471,2.6249955257686644,0.0306458808481619,12,2,2,0,2,16.287977472207256,0.5438738111507471,4554,java,0.0,0,0.0,0,0.0,1.8247017488076311
28,1,easy,0,0,0,0,True,False,67.5,0.8,0,3630,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""Consider the declaration of int or double""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""Input value may contains integer and double so shouldbe handle""}]",833023,0,1,245,0,0,0,57,32,202.0994719637121,0.3854182639228697,11.387781890383572,0.0217173210967716,15,3,2,0,0,7.037690703270815,0.0,4478,cs,0.0,0,0.0,0,0.0,2.6569488619119883
28,15,intermediate,0,0,0,0,True,False,69.39999999999999,1.0,0,3629,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""Adding class builder and call method to add and find""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""write code string block to find dot""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""builder interface is blue print and use where ever required""}]",833022,0,17,937,12,0,0,145,77,520.4489964272144,8.357233563181731,29.32595319915686,0.4709084694768276,20,4,3,0,0,6.188511723173757,0.0,4478,cs,0.0,0,0.0,0,0.0,2.6569488619119883
28,3,intermediate,5,0,0,0,True,True,69.69999999999999,0.95,FAILED,3631,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""Analyze the existing code and know the funcationality""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""Required to fix""},{""question"":""Describe the faults you found in words."",""answer"":""Test method wrote""}]",833024,2,0,72,0,0,0,20,11,79.79000727060351,0.8742073136021787,4.495960286293581,0.0492593182829655,49,11,7,0,2,7.382503956007429,0.0,4478,cs,4.0,0,0.0,0,0.8,2.6569488619119883
29,14,difficult,14,0,0,0,True,True,65.90000000000002,0.9666666666666665,FAILED,2391,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""it might be possible that machine doesn\u0027t have enough coins available in reserve, so the coins can\u0027t be returned if that was not part of input""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""used hashmap to story coins. a simple array of size 2 can also be used""}]",835359,8,85,4561,32,4,8,133,91,136.92619502527495,11.80523754594241,7.715436506968866,0.6651945649887582,76,23,8,1,2,18.311792073875672,1.5870896710221356,1667,java,5.1020408163265305,0,0.0,0,0.3644314868804665,1.8293992740471867
29,1,easy,2,0,0,0,True,True,75.59999999999998,0.5,ACCEPTABLE,3129,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""For zero size array, I have returned zero. I have divided the number with the total size of array so that the sum doesn\u0027t exceed Double.MAX_VALUE""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""if inputs contains Double.MAX_VALUE, the my variable shouldn\u0027t exceed that value""}]",730006,0,10,286,6,0,0,184,169,204.8303861754716,0.8483222068847784,11.541661834268089,0.0478007595512535,15,4,2,0,0,4.353174191553752,0.1296725164754521,2722,java,37.5,0,0.0,0,18.75,1.8293992740471867
29,10,easy,6,0,0,0,True,True,69.3,0.4,PASSED,2432,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""All the test cases were passed to ensure accurate results. \nThought through all corner cases.""}]",835864,1,4,337,0,0,0,12,12,16.523727085206733,0.9158512920793168,0.9310692315729768,0.051605848629322,28,8,3,0,0,13.26932650119734,0.800917747684865,1701,java,16.666666666666668,0,0.0,0,2.7777777777777786,1.8293992740471867
29,12,easy,0,0,0,0,True,False,62.3,1.0,0,3348,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""for even length list direct middle element doesn\u0027t exist and middle two elements needs to be compared""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""""}]",761084,0,36,892,12,6,6,920,884,554.7802336464405,2.8153192748430813,31.260429512631674,0.1586359506147667,35,7,2,1,1,13.598082532053208,0.5170948827901232,2897,java,0.0,0,0.0,0,0.0,1.8293992740471867
29,9,easy,0,0,0,0,True,False,61.3,0.9,0,3347,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""Solution not completed""}]",761083,0,1,422,0,0,0,449,427,312.73134068506647,0.0776457488120891,17.62160120165098,0.0043751368749065,20,0,0,0,0,9.056081488958856,0.0,2897,java,0.0,0,0.0,0,0.0,1.8293992740471867
29,15,intermediate,5,0,0,0,True,True,63.2,1.0,FAILED,2297,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""was not able to test the code""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""""}]",835525,0,29,1209,21,8,8,50,42,148.299335710129,2.8445738420028674,8.35628353278901,0.1602843697168861,43,8,6,2,2,8.828611038255003,0.0393065000174536,1570,0,2.0,0,0.0,0,0.4,1.8768442056074768
29,0,intermediate,4,0,2,0,True,True,70.6,1.0,FAILED,2334,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""using single loop""},{""question"":""Is your solution exact or approximate?"",""answer"":""approximate. could have been improved by taking small iteration of 0.001 width rectangles""}]",835656,116,46,2567,16,0,8,184,96,423.89173313072206,12.720054341410435,23.885201456123,0.7167421224129559,18,4,2,0,1,13.034210037654653,0.644789165189029,1608,java,18.75,0,0.0,0,3.125,1.8768442056074768
29,4,intermediate,5,0,0,0,True,True,70.7,1.0,FAILED,2374,"[{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""Initially i submitted using for loop and did test run, but no result returned. so i simply used clone method to test the run""}]",835554,10,25,1247,10,0,5,52,28,182.1834039517898,3.641617755169391,10.265563032362316,0.2051957302068725,15,3,2,0,1,3.374300345897048,0.0330728547480478,1651,java,12.0,0,0.0,0,2.4,1.8768442056074768
29,2,intermediate,1,0,3,0,True,True,71.2,1.0,PASSED,2340,"[{""question"":""the classes you used in the standard library and why"",""answer"":""Calendar - most commonly used class for Java date time""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""NIST Website\nbegins at 2:00 a.m. on the second Sunday of March - 10:00 AM GST""}]",835392,24,10,3123,4,0,9,77,46,154.32128315343164,2.867439206740164,8.695604676844232,0.1615727738079128,26,4,2,0,2,11.720962297637485,0.10215675535576,1615,java,100.0,0,33.333333333333336,0,33.333333333333336,1.8768442056074768
29,3,intermediate,5,0,0,0,True,True,51.2,1.0,FAILED,2818,"[{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""""},{""question"":""Describe the faults you found in words."",""answer"":""Not sure what needs to be added here""}]",835875,1,60,50,12,6,18,27,14,151.06724400644185,4.832640930132039,8.512247997538593,0.2723068018543142,57,10,2,1,3,15.252387103647552,0.7452808760840668,1967,java,8.0,0,0.0,0,1.6,1.8768442056074768
30,12,easy,8,0,0,0,True,True,63.2,0.2,FAILED,3382,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""tried""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""test""}]",779509,0,0,72,0,0,0,14,9,55.8240340428065,0.0,3.1455397569518286,0.0,8,3,1,0,0,8.172752780740781,0.0,3490,py,1.5625,0,0.0,0,0.1953125,3.905815354330709
30,10,easy,6,0,0,0,True,True,75.9,0.4666666666666666,FAILED,3381,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""tried""}]",779508,0,6,304,0,0,0,53,31,235.0887815212284,2.365558417403395,13.24664405516348,0.1332930909942592,17,9,2,0,0,11.771692869981608,0.1353036604121312,3490,py,8.333333333333334,0,0.0,0,1.3888888888888893,3.905815354330709
30,9,easy,5,0,0,0,True,True,78.1,0.4,FAILED,3380,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""almost""}]",779507,0,1,179,0,0,0,37,20,139.44807302210793,0.363436195919741,7.857537801460364,0.0204786884893388,11,5,1,0,0,12.025732937754537,0.0,3490,py,16.0,0,0.0,0,3.2,3.905815354330709
30,1,easy,2,0,0,0,True,True,61.9,0.1,PASSED,3395,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""testing""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""testing""}]",805755,0,2,60,2,0,0,14,11,36.03241785899162,0.2516867150882959,2.030333437165214,0.0141818946298249,9,2,2,0,0,13.328067614664189,0.2516867150882959,3499,java,50.0,0,0.0,0,25.0,3.905815354330709
30,13,easy,5,0,0,0,True,True,63.4,0.2,PASSED,3597,"[{""question"":""briefly describe what a Hamiltonian Cycle is in your own words"",""answer"":""test""},{""question"":""briefly describe what an edge weight is in your own words"",""answer"":""test""},{""question"":""describe how you used the library to find a (near) optimal shortest path through the tourist locations"",""answer"":""test""}]",832859,0,6,647,0,0,1,22,21,55.20893708124788,0.4785980452770717,3.1108806360169416,0.0269677604786509,58,10,4,2,3,7.046867609848459,0.0592062145986751,4591,java,20.0,0,0.0,0,4.0,3.905815354330709
31,12,easy,0,0,0,0,True,False,61.9,1.0,0,3489,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""not complex, timeout prior to submission""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""by test""}]",813124,0,8,573,2,0,0,73,44,311.712984516154,2.03511743317368,17.56421946865769,0.114673597239583,32,6,2,0,1,9.9245888222858,0.0,4391,cs,0.0,0,0.0,0,0.0,1.6492259171597634
31,3,intermediate,5,0,0,0,True,True,61.7,1.0,FAILED,3491,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""Use Binary Reader and give it a try""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""Byte array length was wrong, corrected that""},{""question"":""Describe the faults you found in words."",""answer"":""Byte array length wrong""}]",813126,1,0,41,0,0,0,8,4,34.24654402312084,0.0,1.9297040711949225,0.0,57,10,2,0,3,8.515667645200367,0.0,4391,cs,8.0,0,0.0,0,1.6,1.6492259171597634
31,15,intermediate,0,0,0,0,True,False,61.9,0.9,0,3490,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""think about more optimum solution""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""using special character hashset algorithm""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""generic and can be used from any where""}]",813125,0,7,943,0,0,2,127,78,489.9338155736943,2.4919591253639566,27.606501779868196,0.1404154435618275,39,7,2,0,2,6.188511723173757,0.0,4391,cs,0.0,0,0.0,0,0.0,1.6492259171597634
32,13,easy,0,0,0,0,True,False,65.40000000000002,0.95,0,3786,"[{""question"":""briefly describe what a Hamiltonian Cycle is in your own words"",""answer"":""NA""},{""question"":""briefly describe what an edge weight is in your own words"",""answer"":""NA""},{""question"":""describe how you used the library to find a (near) optimal shortest path through the tourist locations"",""answer"":""NA""}]",836878,0,8,22,8,4,4,7,4,67.13370388472143,0.5826986920030542,3.782810365135811,0.0328335623436662,39,4,4,2,2,21.81619790873524,0.2913493460015271,4740,java,0.0,0,0.0,0,0.0,2.0085975051975047
32,10,easy,6,0,0,0,True,True,66.10000000000001,0.9333333333333332,PASSED,3787,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""By Taking All Boundry Senerios""}]",836879,0,42,336,18,0,0,55,34,297.3059881934203,4.6967654109869885,16.752422534085262,0.2646505682123761,29,8,3,0,0,13.914017851348891,0.5326480289658373,4740,java,16.666666666666668,0,0.0,0,2.7777777777777786,2.0085975051975047
32,2,intermediate,0,0,0,0,True,False,55.00000000000001,1.0,0,3785,"[{""question"":""the classes you used in the standard library and why"",""answer"":""NNA""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""NA""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""NA""}]",836877,0,8,129,8,0,11,29,16,174.2625359978755,2.224698275562873,9.819242634959686,0.1253559867715604,14,2,2,0,3,16.611118937167866,0.5757118607035585,4740,java,0.0,0,0.0,0,0.0,2.0085975051975047
33,1,easy,0,0,0,0,True,False,67.80000000000001,1.0,0,3763,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""using test cases with possible values.""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""yes""}]",834353,0,1,284,0,0,0,73,38,263.64898788858187,2.068305398078872,14.855937724739036,0.1165436531187686,11,3,2,0,0,6.486016615126865,0.0,4594,cs,0.0,0,0.0,0,0.0,1.8516950177935945
33,3,intermediate,0,0,0,0,True,False,69.8,1.0,0,3761,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""I am trying to assign maximum values with maximun negative.""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""missing method trying to add""},{""question"":""Describe the faults you found in words."",""answer"":""""}]",834351,2,2,1104,1,0,0,79,39,284.770597145335,4.382179672640529,16.046085710048963,0.2469244765046353,46,9,6,0,2,8.354889643624363,0.0,4594,cs,0.0,0,0.0,0,0.0,1.8516950177935945
33,15,intermediate,0,0,0,0,True,False,69.39999999999999,0.95,0,3762,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""trying to search builder using regex""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""using regex to specify the pattern with . char""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""we extend when we required""}]",834352,0,9,1454,4,0,0,112,63,291.7452356775592,1.6408558499115156,16.439088529885606,0.0924579779986135,24,3,2,0,0,7.292520577572333,0.0,4594,cs,0.0,0,0.0,0,0.0,1.8516950177935945
34,14,difficult,0,0,0,0,True,False,77.4,1.0,0,3710,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""Map to track the input""}]",834248,0,1,901,0,0,0,125,76,834.4841596981382,6.937341953395535,47.02102142715496,0.3909012542024893,57,0,0,0,0,5.770657467855423,0.0,4624,java,0.0,0,0.0,0,0.0,1.755096
34,6,easy,0,0,0,0,True,False,60.4,0.9,0,3711,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""as curve formula FxDx a and b limit""}]",834249,0,12,169,10,0,2,30,17,195.21575841004463,0.5697481841652429,10.999902457630196,0.0321038347635112,15,3,2,0,0,12.785552793257771,0.0,4624,java,0.0,0,0.0,0,0.0,1.755096
34,0,intermediate,0,0,0,0,True,False,63.2,1.0,0,3712,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""area of curve can be didevied into number of rectangular and add the area of rectangular to calculate the area as we have""},{""question"":""Is your solution exact or approximate?"",""answer"":""""},{""question"":""How did you estimate the area under the curve?"",""answer"":""a-\u003eb fx Dx where a and b is limits""}]",834250,14,2,614,2,0,1,24,16,156.37668157678792,2.775397124210341,8.811421055361153,0.1563864408086138,17,0,0,0,0,12.87518626979079,0.0,4624,java,0.0,0,0.0,0,0.0,1.755096
35,10,easy,6,0,0,0,True,True,49.2,0.9333333333333332,FAILED,3547,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""bcz its""}]",822187,0,50,883,21,3,3,447,419,473.81831214241305,15.98934609586562,26.69843489406204,0.9009582466512716,29,9,3,0,0,6.0911711983955525,0.1578391877752949,4399,java,13.888888888888884,0,0.0,0,2.3148148148148144,1.8259034722222216
35,15,intermediate,0,0,0,0,True,False,54.0,1.0,0,3546,0,822186,0,12,299,8,0,0,111,96,224.07777861800773,1.9137317615753715,12.626202555550003,0.1078338289841396,13,2,2,0,0,6.229246851049421,0.0,4399,java,0.0,0,0.0,0,0.0,1.8259034722222216
36,1,easy,0,0,0,0,True,False,70.89999999999998,1.0,0,3607,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""By Executing the code""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""Time exceeds with basic inputs are tested""}]",832869,0,6,730,6,0,0,134,76,800.1425950104007,1.2836791370359897,45.08596318757348,0.0723319951693215,26,0,0,0,0,12.821033625758366,0.0,4508,java,0.0,0,0.0,0,0.0,0.9117429403202328
36,4,intermediate,0,0,0,0,True,True,70.6,0.95,FAILED,3606,"[{""question"":""Describe any other corner cases you considered."",""answer"":""First made a try with copy is taking place sucessfully or not""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""I looped each and every va""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""""}]",832868,0,24,408,14,0,7,65,35,396.9650938300568,3.2759177903634518,22.367955060486363,0.1845894842030297,16,4,2,0,1,9.54053947821383,0.2313843931473918,4508,java,0.0,0,0.0,0,0.0,0.9117429403202328
37,1,easy,2,0,0,0,True,True,60.4,1.0,FAILED,3407,0,806938,0,0,40,0,0,0,24,12,79.55596672108457,0.0,4.482772707397254,0.0,8,2,2,0,0,6.169103101756537,0.0,4114,cs,0.0,0,0.0,0,0.0,2.605677328519856
38,6,easy,0,0,0,0,True,False,69.69999999999999,0.9,0,3568,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""we tried to complete the Map question around 80% completion. But unable to complete it fully and execute as the complie test was taking more time""}]",822163,0,6,142,6,0,1,38,21,160.0696616588851,2.476517179897635,9.01951091968304,0.1395453299231078,14,0,0,0,1,10.322721469308654,0.0,4377,cs,0.0,0,0.0,0,0.0,3.67507936
39,10,easy,0,0,0,0,True,False,69.39999999999999,1.0,0,3640,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""Input:\nA 2D array graph[V][V] where V is the number of vertices in graph and graph[V][V] is adjacency matrix representation of the graph. A value graph[i][j] is 1 if there is a direct edge from i to j, otherwise graph[i][j] is 0.\n\nOutput:\nAn array path[V] that should contain the Hamiltonian Path. path[i] should represent the ith vertex in the Hamiltonian Path. The code should also return false if there is no Hamiltonian Cycle in the graph.""}]",833274,1,9,550,3,0,0,89,52,537.1675041682804,10.5633975860104,30.267997816285483,0.5952200991029314,31,9,3,0,0,14.414686111220016,0.6189352988924006,4553,java,0.0,0,0.0,0,0.0,2.182711272247857
39,13,easy,0,0,0,0,True,False,67.0,0.9,0,3639,"[{""question"":""briefly describe what a Hamiltonian Cycle is in your own words"",""answer"":""Input:\nA 2D array graph[V][V] where V is the number of vertices in graph and graph[V][V] is adjacency matrix representation of the graph. A value graph[i][j] is 1 if there is a direct edge from i to j, otherwise graph[i][j] is 0.\n\nOutput:\nAn array path[V] that should contain the Hamiltonian Path. path[i] should represent the ith vertex in the Hamiltonian Path. The code should also return false if there is no Hamiltonian Cycle in the graph.""},{""question"":""briefly describe what an edge weight is in your own words"",""answer"":""edge weightsis basically a Direction""},{""question"":""describe how you used the library to find a (near) optimal shortest path through the tourist locations"",""answer"":""org.jgrapht.graph.SimpleWeightedGraph""}]",833273,0,44,5465,28,14,20,174,154,315.430463915214,1.7976207028179707,17.773689806047248,0.1012912715031968,37,4,4,2,2,22.59550820746777,0.3144512491662346,4553,java,0.0,0,0.0,0,0.0,2.182711272247857
39,2,intermediate,1,0,2,0,True,True,71.7,1.0,FAILED,3638,"[{""question"":""the classes you used in the standard library and why"",""answer"":""Used Libraries are to format the Date.""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""www.timeanddate.com""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""From the URL \""www.timeanddate.com\""""}]",833272,0,6,269,6,3,11,30,17,181.2394401110126,3.5981048546266763,10.212373114413843,0.2027438909418626,15,2,2,1,3,8.715637740184,0.4303616904086459,4553,java,0.0,0,0.0,0,0.0,2.182711272247857
40,10,easy,6,0,0,0,True,True,61.0,0.9333333333333332,FAILED,3706,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""Tested""}]",834244,0,50,353,21,0,0,53,32,314.8861931540286,6.603205839954011,17.743021558092586,0.3720735494855974,27,9,3,0,0,14.092975736179266,0.6230157347079087,4552,java,11.111111111111107,0,0.0,0,1.8518518518518512,1.5156885135135134
