Review,Rating
"ace not place husband stayed ace hotel seattle nights excited book room style hotel far alley floral bb motel 6. happy impressions, room decent sized bright corner windows it__Ç_é_ pictured website shepard fairey wall, asked desk clerk parking does state website street parking available, n't tell got street parking stay 8am start charging.__Ç n't lot info drug luggage room, headed bed things got worse, bed size not listed website assumed queen, beds sized sleeping comfortably little difficult n't sleep happening room, room bar loading/delivery zone corner bus stop, noise staggering continued night morning wake early feed meter, glowing light hall showing window door annoying saw turned, day requested fairness rest staff dealt nice accommodating unable following night hotel, plus shared bathrooms issue finding free breakfast did include coffee tea fresh waffles toast granola juice yogurt apples, piles good magazines available guests robes rooms use, second night slept slightly better used earplugs not acceptable solution did wake early deal car, night moved smaller interior room considerably quieter downed music hear fan hall bathrooms, room walls definitely felt like dorm room, did sleep better, recommend hotel traveling friends not plan doing sleeping loud roommates come home drunk play loud music time, location good walking attractions like space needle market did good restaurants nearby, just don__Ç_é_ know stay,  ",3
"pay location location perfect walking distance, lot stairs bags problem no elevator available clean noisy woodden floors hear rooms street, breakfast included good, conclusion good compromise,  ",3
"ace grunge lives does mold mildew tiny bed metal sink cool extra instead nightsta,  ",1
"ace hotel, reasonably priced hotel great location seattle, spent nights room staff great, communal showers immaculate queue, breakfast great, bit street noise coming floor ear plugs room, highly recommend bar cyclops hotel,  ",4
"disappointed arranging anticipated girl weekend friend escape children excited sleeping night, children want enjoy hip places cool design stay boring run-of-the hotel opted ace hotel digs, order ensure maximum uninterrupted sleep booked separate rooms, arrival hotel informed hotel mix-up online reservation room small queen-sized bed supposedly deluxe room, normally suck accept just simple mistake time really annoyed, irritation partially attributed overall nonchalant attitude uber-cool reception person did n't really attempt compensate slightly lower rate room, fact checked reservation printed sheet refused let look friend asked wanting cross-reference information sheet written reservation, strange appeared mistake did n't want admit quick blame online booking, inference fault booking online, add insult injury told shelling small fortune parking lot street parking reduced rate lot not easily marked, room dingy not charming photos web-site suggest, did couple rooms walking corridors looked lot better room did.anyway aside great location decently priced overall experience just n't impressive, days later received email hotel thanking staying hope enjoyed stay responded email outlining frustrations accomodation, not like time really needed air dissatisfaction, hotel manager replied apologetic email offered discount later night stay redeemed 1st 2008. like positive response negative experience planned return hotel husband romantic away, so-called compensatory offer acknowledged, multiple attempts contact manager specific date weekend messages nothing, did not return messages, n't know happened no reply, guess hotel does n't need business experience isolated case, event not planning stay ace time soon,  ",2
"ace hotel awesome, stayed seattle ace hotel 5 days loved, great location belltown directly opposite macrina bakery quite possibly best breakfast/brunch/lunch place seattle wtih fabulous baked goods.all staff friendly helpful, check-in friendly receptionist forgot ask sorry, gave 4 fabulous food recommendations city tried loved, foodies extemely important good recommendations locals.the room small totally adequate shared bathrooms shower rooms spotlessly clean, enjoyed simplicity hotel little extra touches like adjustable lighting music bathrooms free current magazines available lobby, breakfast granola really yummy too.for location amenities price say ace hard beat,  ",5
"perfect way, stayed ace seattle short time august, perfect hotel, things need none things n't, great design super comfy great location, staff friendly knew cool places helpful way, rooms super stylie great art ammenities really need, loved place planning make sepcial trip portland check ace portland apparently turntables rooms library vinyl check,  ",5
"interesting comfortable base seattle really enjoyed time, interesting decor unique touches, super clean tidy bathrooms shared spacious clean available, breakfast adequate fresh simple quite healthy nice change usual cardiac inducing breakfast fare served hotels, definitely stay,  ",4
"great hotel non-traditional stay true feel seattle, actually stayed ace 2 new years eve ago live seattle, popped occasion make sure route friends people visiting seattle ace.it downtown busy street 1st ave rooms interior no view.but rooms funky modern room bath bath robes just fun, ok shared baths little noise ask room facing street hotel best neighborhood seattle- accessible seattle center tons great bars restaurants casual try belltown pizza cyclops- surprise great food stiff drinks nicer meal try zoe breakfast walk street macrina bakery morning glory rocket muffin- food places 5 blocks ace hotel fish market/pike place waterfront downtown shopping, couple blocks ride zone buses want downtown.if want standard not place, want experience seattle willing roll punches want little adventure ace hotel fit perfectly, cant beat price downtown seattle,  ",5
"stay clear, internet reservation friday rang hour later add thursday booking, thursday rang let know arriving late said no problem, arrive 10.30pm hear oh n't booking tonight, n't room, total apathy not concerned, says sorrys looks reservation book sorrys apathy, finally says bb door calls authority hangs says sorry times, incompetence management employees, completely soured trip, stay away,  ",1
"single rooms like hospital rooms single rooms hotel sparse intentional know ugly like trapped hospital white walls sink basin room small rectangle shape.the beds hard rocks blankets rough really noisy.this overrated hotel stayed fan stype hotels,  ",1
"nice hotel husband stayed crown plaza spring break, arrival told given room beds booked king bed, matter resolved quickly, staff helpful met requests, room large clean quiet great view, location hotel decent, overall great experience, really no complaints said elevators bit slow, stay,  ",4
"seattle crown plaza not worth money got late hotel 1230pm gave away reservation king sized bed travel/business days booked hotel, girl reception desk asked b/c late blamed day shift giving away room 4pm, thing said nothing proceded offer breakfast change room morning, rude not make good eye contact ask manager, did n't manager morning, days people helpful pleasant deal, hotel accomodations, old need lot renovations, example wallpaper bathroom peeling, got king bedroom gave corner room probably inconvenience, furniture did not fit room, tv small dressers small, tried use safe room broken, immediately called desk asked help, days later checked addressed, good thing food, breakfast buffet healthy good, lunch manager trying make poorly trained employee clam chowder salmon spinach salad crab cakes really good,  ",2
"priority award floor, 32 member hilton honors priority award intercontinental chain, use hilton properties chose not pay 250.00 night seattle hilton.i given gold hotel room key checkin room 32nd floor, view quite impressive good experience ended, 32nd floor reserved priority members lounge complimentary appetizers evening, room adjacent elevator lounge, dinner returned room 9:30. 10- 12 pm/am lounge cleaned hotel staff vacuums going employees chattering making incessant noise cleaning commercial office building no regard guests priority club no floor, management clue lounge cleaned 8-9- common sense.finally posters indicated right elevator shaft hear, waited 10 minutes elevator arrive 5:00 pm, taken clue saw earplugs sleep kit bed check,  ",2
"great hotel hotel nice room really comfortable clean, location pretty good blocks pike place market waterfront, definitely stay seattle,  ",5
"great stay elevators, agree previous posts hotel elevators, stayed 4 nights 8/5 8/9, checked room early given corner club room 34th floor fabulous views elliott bay space needle lake union, bed great, think slept better weeks, morning club level continental breakfast afternoon snacks good, ordered room service twice just pizza sandwich arrived promptly, pizza actually pretty good, impressed desk personnel called time saw, mishap locking room, gown putting room service tray housekeeping pick, duh, went hall heard people rooms knocked, let use phone desk, security guard showed 3 4 minutes, used service elevator apparently freed public, elevators complaint stay, business seattle definitely stay crowne plaza, like poster just plan leave early catch elevator,  ",5
"holiday inn, 1st time seattle delayed anniversary trip wanted stay nicer hotels room reminded holiday inn level hotel, plain room extra pillows, bathroom ordinary corian sink ordinary bathroom, room higher floor looking freeway loud, reason earplugs sleep cd, asked switch rooms told probably stay way stay 2 nights staying hotel different area town, luggage room decided eat, stopped concierge asked good place walk rudely told just walk area, not sure concierge doorman just sitting desk expected help, decided night hotel come day earlier happily said, used club points crowne rooms maybe lousy experience opted leave pay room luxury hotel hotel 1000,  ",2
"stay liked good rate hotel room 24th floor, great view, room nice clean liked sleep aid includes dvd lavender spray pillows eyemask earplugs, did n't notice noise walked baseball game maybe tired, staff helpful friendly, stay seattle somewhat frequently business stay, parking expensive seattle..welcome city,  ",4
"good location value downtown stayed town conference convention center little expensive downtown hotels, able book club room rate regular room hotels, included continental breakfast club lounge pastries cereal fruit early-evening appetizers charge alcoholic beverages got room high floor great view city, gave coupon free appetizer bar.the hotel convenient business convention center minute walk park street directly convention center door, fine decent gym ok bar, stay try book club room visit seattle,  ",4
"good experience having booked minute escape university tower hotel review proved excellent minute find.central clean rooms good views albeit rooms exec levels n't exactly spacious.try book executive rooms possible good choice breakfast hors d'oeuvres day makes overall package palatable.restaurant little pricey good food staying night skip try benihana just road hotel great food atmosphere,  ",5
"pleasant experience location hotel good convenient walking distance, room 34th floor club level facing water view spectacular, room large newly furnished marble bath comfortable king bed, elevators fast 3, lounge small drinks pricey, service average check-in prompt courteous, club level includes continental breakfast money time-saver mornings, good experience hotel experience similar crowne plaza hotels, gripe did not make reservation directly hotel told stay non-qualifying priority club reward points, annoying silly rule make think twice booking hotel group, crowne plaza hotels unlike marriott hotels smoking rooms available, smoker good news not sure request non-smoking room,  ",4
"worst hotel experience booked nonsmoking room online weeks advance stay crowne plaza downtown seattle, arrival desk staff asked consider smoking room, completely unacceptable family clearly stated no not consider smoking room mainly concern infant daughter health, particular staff member went speak quietly desk staff member agreed particular room, entered room smell cigarette smoke apparent not imagine desk staff intentionally smoking room informing, days later discovered ashtray matches checked desk discover fact smoking room intentionally not kept reserved nonsmoking room, clothes belongings baby reeked cigarette smoke.in addition appalling lack concern health wishes room not serviced night stay, asked desk manager room not serviced checked housekeeping informed not disturb tag door did not disturb, not case tag inside door entire time anxiously awaiting staff garbage dirty diapers replace towels, desk manager offered pathetic compensation complimentary hotel breakfast family exposed carcinogenic cigarette fumes days not having rooms cleaned, definitely stay crowne plaza hotel,  ",1
"close convention center just stayed seattle crowne plaza feb 11-13. got great rate 65/night hotwire, checked saturday afternoon 1pm, got room 23rd floor directly elevators, did n't really hear noise hallways elevators air conditioning pretty loud covered outside noise, 2 double bed room nice view i-5, son loved view cars freeway, asked king bed lady desk said did n't available, wondering people book hotwire rooms elevators, mom assigned room elevator booked hotwire, room pretty spacious, room 2 1/2 year old son play toys, bathroom pretty tiny, shower regular sized good water pressure, conditioning shampoo mouthwash lotion facial soap supplied, crowne plaza does try add little details noticed room, arrival little red bag filled ear plugs eye mask linen spray bed, cd soft music, bathroom nightlight curtains clip light, nice touch, beds decent, room quite dry hard sleeping throats dry.the main reason seattle visit northwest flower garden held convention center, hotel good location, able walk freeway park end directly 4th floor entrance convention center 5-10 minutes, pacific place shopping center 5 blocks away westlake 7 blocks away pike place 10 blocks, walking night little scary lot homeless people lot people smoking weed begging money, did n't exactly feel safe, day ok.there no self-parking hotel, valet service, quite expensive 27/night, did notice public parking lot block 12/day.overall nice stay crowne plaza, stay got hotwire rate,  ",4
"not bad clean comfy friendly good average hotel, looking ritzy n't place, decent view higher motel expectation ca n't afford ritz type hotel place not bad.as hotels downtown parking valet 25, better trying park street, room clean courteous friendly desk valet,  ",4
"loved inn queen anne really great stay, great staff continental breakfast locationsuite included bedroom lounge room kitchen 2 walk-in robes den,  ",5
"quaint not rundown son decided celebrate graduation high school trip seattle, chose inn queen anne proximity experience music project space needle funky shops eateries nearby, hotel described quaint pictures hotel website nice gave shot.upon entering hotel greeted carpet lobby filthy torn, uh-oh thought not good sign, desk overbooked paid confirmed reservations late arrival 2 weeks prior room left 2 beds, took hurriedly left things room grab quick bite, returning getting bed noticed room no a/c windows not open son double bed clean twin hairy sheets closet, not talking old fashioned wall pull-out bed-this actually tiny twin bed stuffed closet, went kitchenette leftovers fridge fridge mold did not work, went desk complain told nothing sucked tried sleep, took sheets bed used sons blanket eventually closet got stuffy jumped sons bed fan, morning experienced plumbing issues toilet shower bugs bathroom, packing looked bed make sure got discovered possessions stayed did, housekeepers did not clean beds change sheets, canceled rest stay decided leave seattle drove anacortes stayed cap sante inn- palace compared night before.i wrote manager queen anne requesting refund, received letter saying refund not given gave coupon stay, use, word quaint queen anne uses advertising not rundown.my advice anybody staying check room white glove inspection make sure working order agree stay it.by way queen anne policy reserve room charge card immediately not refund 72 hours advance cancellation, ridiculous,  ",1
"comfortable apt.-style hotel enjoyable stay price amenities, european-style hotel, building old furniture classic style comfortable, no a/c upper floors able open windows, terrific grocery nearby metropolitan market good restaurants, seattle center space needle experience music project science center, far pike market waterfront inn shuttle available day, parking tight, limited hotel spaces usually parking street fee 1-2 hours, parking 6 p.m. free streets car 8 amreported slow toilet fixed immediately, staff responsive,  ",4
"not bad place stay short term n't expect, want roominess amenities not walk stairs not place you.if day just need place sleep shower fine place, rate good compared lodgings city.it old 1920 built twin apartment buildings retired priests nuns, building sisters priests.our room queen bed large walk-in closet kitchenette bath, clean adequate night stay.the staff friendly bellboy..adam nice helpful, stairway funny smell mildew like room no air conditioner no smell, temps hit 90 open windows ceiling fan bearable, hot temperature seattle rare.this street city center old 1962 worlds fair site space needle park amusement rides short walk away, monorail 2 ride downtown, walk free public transportations pioneer square pike markey waterfront.if arriving air rush-hour period suggest let hotel book towncar, 45 plus tip taxi ride rush-hour expensive, stuck traffic nice not meter, went taxi 5 a.m. sunday cost 35 plus tip,  ",4
"excellent stay staff friendly helpful, nice hotel price, supermarkets restaurants close proximity, ideal location space needle, breakfast included added bonus, rooms big spacious, overall nice experience relaxing,  ",4
"return going seattle booked hotel knowing budget hotel, check-in friends met friendly warm welcome, rooms read reviews simple charming, beds-ok bathroom-ok really big closet nice little kitchenette.the breakfast not described great experience needs little kitchenette, bring coffee lobby prepare bacon eggs bought supermarket located not 150 metres away.what stay great experience friendly staff especially dana conveniant compementary shuttle service low price great location, 10-15 minute walk city center 2 minutes key arena 20 minutes hooters restaurant 20 minutes pike market 8 minutes space needle.///anders friends,  ",4
"terrible hotel approximately 2 weeks ago april 25 2007 reservation hotel night 19 2007, wrote follow-up request reply advised reservation cancelled overbooking.i wote giving reservation number just wrote just saying sorry making no effort room nearby hotel, rhe emails brigeta operation manager, not written approximately 2 weeks stay positive left scrambe new hotel lobby inn queen anne.i practice unforgivable especially light having resevation number guarenteeing room 19 2007. point making advance reservations hotel suddenly cancel little advance notice sincerely greg scanlonsan francisco,  ",1
"great price okay experience stayed inn queen anne nights mid-january 2007. price good 79/night room fine, old shabby clean comfortable, having kitchenette microwave stove sink fridge great room surprisingly large walk-in closet, service friendly no warned desk staff leaves 11:00 pm, calls desk hour fielded staff hotel problem example needed request iron ironing board morning n't able guy hotel n't queen anne answer phone, inn queen anne no elevator n't problem big problem some.the downside noise, hotel no soundproofing rooms night bed 2:30 ask next-door neighbors kind party going hold, morning plumbing noise deafening morning awakened 6:00 pm showers rooms me.however location great hotel just north space needle smack middle seattle bohemian-hip neighborhood, excellent cd shop just corner restaurants safeway, deep sleeper n't need first-class accomodations hotel good bargain,  ",3
"old dumpy place problems head starts spinning thinking start, got like 10pm check-in told park street cuz no parking left lot, room tiny carpet dirty spots, room came kitchen nasty used, especially fridge time opened nasty odor rotten vegetables gushed fridge filled entire room, day night hear people talking walking stairwell right outside, noise streets right outside window substantial, just no sound insulation place, bathroom surprisingly clean room appeared well-kept, shower pressure horrible stay ran hot water twice, fact morning took cold shower basically start end, desk staff generally nice, guy completely uncaring unhelpful not sure problem, thing liked place ceiling fan walk-in closet, paid 100/night place suppose reasonable seattle center area, pay 40 night stay holiday inn express, basically ca n't recommend place,  ",1
